country,croissance_population,food_proportion_animal_protein,food_protein_g_capita_day,food_supply_kcal_capita_day,animals_proportion_poultry_protein,poultry_food_proportion_import,gdp_per_capita_usd,income_variability,taux_urbanisation,political_stability,doing_business_score,cluster
Fédération de Russie,-0.006829664785750643,0.5462854920264488,102.84,3360.0,0.1650053399786401,0.134928716904277,15997.000015,0.9523809523809524,0.7345784107395387,-0.74,75.8,1
Saint-Kitts-et-Nevis,0.12393776687946545,0.6302544247787611,72.32,2491.0,0.42189556823168056,1.3333333333333333,14834.052626,0.8430349257326375,0.3250578344524065,0.96,59.88,7
Sainte-Lucie,0.09123890341858587,0.5905961964764904,85.71000000000002,2595.0,0.4502173054128803,0.9230769230769232,8367.17396,0.9633911368015414,0.19154047591938966,0.85,67.16,7
Saint-Vincent-et-les Grenadines,0.008952468850945916,0.5447060187869651,86.22999999999998,2968.0,0.5377900787736853,1.0,6597.2137520000015,0.6401617250673854,0.4987193560190267,0.85,59.94,7
Sao Tomé-et-Principe,0.2606489094977489,0.2995478522984175,53.08,2400.0,0.19559748427672954,0.5,1619.5327140000004,1.2916666666666667,0.6593386618193484,0.11,48.56,8
Arabie saoudite,0.3275364336325461,0.4357743097238896,91.63,3256.0,0.4365138993238167,0.6216407355021216,24934.386142,2.303439803439804,0.7963745633752282,-0.43,51.73,5
Sénégal,0.3232436727988688,0.2607283296289964,58.49,2455.0,0.10229508196721313,0.0,1360.4485,1.7515274949083504,0.4311845623895209,-0.06,56.86,4
Sierra Leone,0.33128450179044394,0.2649207197577053,56.13,2404.0,0.1035642232683255,0.4666666666666667,710.8187,0.41597337770382703,0.3452230175356276,-0.17,57.79,4
Slovénie,0.03879102950529556,0.5386214783241502,96.19,3168.0,0.16039374638100753,0.3469387755102041,23288.231191,0.5366161616161617,0.4990593475012813,0.88,82.93,1
Slovaquie,0.004674913507433542,0.4820024824162185,72.51,2944.0,0.14706723891273246,0.7317073170731707,18152.256133000006,1.358695652173913,0.5419490408524773,1.12,79.13,1
Afrique du Sud,0.12841201402925195,0.4263947491795594,85.32,3022.0,0.408191313908741,0.1795259707513868,6819.09336,0.8603573792190602,0.6261247615562413,-0.05,68.58,6
Espagne,0.09481416325814652,0.6211861174675821,104.88,3175.0,0.17958557175748271,0.12732688011913626,29163.288417000003,0.2204724409448819,0.7951754345672031,0.01,84.3,2
Suriname,0.1110064464339835,0.4509056244041945,62.94,2753.0,0.3731501057082453,1.1052631578947372,9484.37987,1.8525245187068653,0.6574224941939766,0.13,53.63,7
Tadjikistan,0.2434182667548748,0.33554188357785136,63.39,2201.0,0.04090267983074753,0.9523809523809524,1040.155801,1.7264879600181735,0.2671867244637286,-1.18,61.81,6
Eswatini,0.16927106324122332,0.3000512032770097,58.59,2329.0,0.12229806598407282,0.25,3587.005168,1.54572778016316,0.2096863753051619,-0.43,64.22,4
Suède,0.07415860854286628,0.6575380616412922,107.72,3178.0,0.1013694762106452,0.4591194968553459,60254.372213,0.3775959723096287,0.8512167186136769,1.13,85.41,2
Suisse,0.11530352954987146,0.6421357971637299,93.08,3391.0,0.11142713735987954,0.42424242424242425,84659.015399,1.1206133883810083,0.7328901908523568,1.4,79.18,2
Turkménistan,0.15261501874782102,0.4193370165745857,90.5,2840.0,0.033992094861660084,0.05,7304.420525,0.28169014084507044,0.4818931262773056,0.25,64.2965,6
"Chine, Taiwan Province de",0.04633301979015991,0.4846222420325384,89.74000000000002,2998.0,0.2458036330190848,0.15466666666666667,14509.96499475,0.533689126084056,0.7600404852505959,0.87,83.56,1
République-Unie de Tanzanie,0.3630648700995816,0.17650112476206953,57.790000000000006,2209.0,0.0607843137254902,0.022222222222222227,898.349499,1.448619284744228,0.2937072684290877,-0.16,47.16,4
Thaïlande,0.05558230451476432,0.4081800262812089,60.88,2784.0,0.1806841046277666,0.011995637949836423,6168.401573,0.8620689655172413,0.4714636771915088,-1.31,80.78,6
Togo,0.30632983894167776,0.15119585214918882,59.79,2454.0,0.2466814159292036,0.2888888888888889,613.440163,0.2444987775061125,0.3772815020073981,-0.35,55.26,4
Trinité-et-Tobago,0.04999486002124498,0.5172165566886623,83.35,3052.0,0.4098816979819068,0.3205128205128205,19713.288185,1.5399737876802098,0.08620669194391538,0.09,58.02,7
Oman,0.5560101540506149,0.5177337110481586,88.25,3143.0,0.2361567082512585,1.0350877192982455,21227.224673,0.8272351256761057,0.750657756297284,0.46,73.19,5
Tunisie,0.1081403240628116,0.2877865692838304,98.58,3348.0,0.2407472682410997,0.009852216748768471,4199.193217,0.4778972520908005,0.6634709263866966,-0.9,67.73,6
Turquie,0.1468020294767396,0.33583055863854977,108.12,3705.0,0.17433213990636187,0.0,12542.93076,0.2699055330634278,0.7155427147700263,-1.25,74.11,6
Émirats arabes unis,1.4068483874105673,0.3985472617796044,104.63,3280.0,0.33213429256594723,0.9765625,43315.138419,1.859756097560976,0.8818752017346151,0.89,77.78,5
